Date,Open,High,Low,Close,Adj Close,Volume
2013-04-30,12.468500,12.734000,12.428000,12.690500,12.690500,84976000
2013-05-01,12.695000,12.710000,12.287500,12.411500,12.411500,87828000
2013-05-02,12.447000,12.646500,12.289000,12.627500,12.627500,78724000
2013-05-03,12.807000,12.962500,12.735000,12.902500,12.902500,70280000
2013-05-06,12.904500,12.975000,12.671000,12.786000,12.786000,46956000
2013-05-07,12.815500,12.987000,12.645500,12.886500,12.886500,62674000
2013-05-08,12.843500,13.015000,12.766500,12.934000,12.934000,53540000
2013-05-09,12.936500,13.177500,12.844000,13.008000,13.008000,55386000
2013-05-10,13.044000,13.182500,13.010500,13.181500,13.181500,62906000
2013-05-13,13.138500,13.294000,13.100000,13.225500,13.225500,42990000
2013-05-14,13.225000,13.470000,13.201500,13.416500,13.416500,54000000
2013-05-15,13.353500,13.452500,13.228000,13.328000,13.328000,54410000
2013-05-16,13.298000,13.421500,13.192500,13.206000,13.206000,32870000
2013-05-17,13.291500,13.499000,13.250000,13.495000,13.495000,50546000
2013-05-20,13.450000,13.589500,13.325000,13.381500,13.381500,44180000
2013-05-21,13.437000,13.538500,13.383000,13.443000,13.443000,34824000
2013-05-22,13.369500,13.379500,13.040000,13.148000,13.148000,66640000
2013-05-23,13.024500,13.158500,12.979500,13.090000,13.090000,40006000
2013-05-24,12.992500,13.096500,12.917000,13.087000,13.087000,33926000
2013-05-28,13.324000,13.555000,13.300000,13.364500,13.364500,69420000
2013-05-29,13.273000,13.412500,13.242000,13.276500,13.276500,38068000
2013-05-30,13.285500,13.428500,13.280500,13.341500,13.341500,33350000
2013-05-31,13.300000,13.595500,13.297000,13.460000,13.460000,67486000
2013-06-03,13.448000,13.455500,13.147500,13.344000,13.344000,50878000
2013-06-04,13.350000,13.444000,13.151000,13.285000,13.285000,41772000
2013-06-05,13.290500,13.583000,13.251000,13.358500,13.358500,70246000
2013-06-06,13.387500,13.525000,13.210500,13.391500,13.391500,49526000
2013-06-07,13.487000,14.005000,13.456500,13.843500,13.843500,92652000
2013-06-10,13.834000,14.123500,13.762000,14.053500,14.053500,61730000
2013-06-11,13.800000,13.920500,13.712000,13.739000,13.739000,61956000
2013-06-12,13.830000,13.840000,13.522500,13.583500,13.583500,44778000
2013-06-13,13.575000,13.840000,13.514500,13.789500,13.789500,52996000
2013-06-14,13.750000,13.853500,13.672000,13.699500,13.699500,43016000
2013-06-17,13.817500,14.010000,13.782500,13.903000,13.903000,57680000
2013-06-18,13.954000,14.145500,13.905500,14.088000,14.088000,42922000
2013-06-19,14.063000,14.167000,13.893500,13.908000,13.908000,56550000
2013-06-20,13.757000,13.930000,13.619500,13.672000,13.672000,59680000
2013-06-21,13.728500,13.792000,13.489500,13.668000,13.668000,84020000
2013-06-24,13.564500,13.658000,13.250000,13.530500,13.530500,77276000
2013-06-25,13.615000,13.673500,13.450000,13.604500,13.604500,48992000
2013-06-26,13.699000,13.899000,13.675000,13.878500,13.878500,60590000
2013-06-27,13.959000,14.010000,13.727000,13.877500,13.877500,50390000
2013-06-28,13.809500,13.991500,13.809500,13.884500,13.884500,63866000
2013-07-01,13.950000,14.164500,13.858000,14.105000,14.105000,57764000
2013-07-02,14.052000,14.329000,14.029500,14.186500,14.186500,64764000
2013-07-03,14.100000,14.270000,14.100000,14.201500,14.201500,27460000
2013-07-05,14.250000,14.319000,14.103500,14.294000,14.294000,39708000
2013-07-08,14.321000,14.583500,14.307000,14.529500,14.529500,60934000
2013-07-09,14.550000,14.628500,14.400500,14.576500,14.576500,55512000
2013-07-10,14.570500,14.667000,14.470000,14.616500,14.616500,36204000
2013-07-11,14.749500,15.034500,14.605000,14.983000,14.983000,80146000
2013-07-12,14.934500,15.377500,14.925000,15.377500,15.377500,90786000
2013-07-15,15.363500,15.399500,15.217500,15.328500,15.328500,44912000
2013-07-16,15.365000,15.469500,15.275500,15.343500,15.343500,53204000
2013-07-17,15.348500,15.440000,15.284500,15.434500,15.434500,40594000
2013-07-18,15.313500,15.317000,15.093500,15.205500,15.205500,61276000
2013-07-19,15.219500,15.289500,15.095500,15.261500,15.261500,59462000
2013-07-22,15.462500,15.462500,15.100000,15.174000,15.174000,50414000
2013-07-23,15.158000,15.253000,15.028000,15.053000,15.053000,39992000
2013-07-24,15.151000,15.192000,14.902000,14.947000,14.947000,40010000
2013-07-25,14.950000,15.225000,14.837500,15.170000,15.170000,108116000
2013-07-26,14.977500,15.681000,14.777500,15.600500,15.600500,176350000
2013-07-29,15.553500,15.650000,15.295000,15.305000,15.305000,64236000
2013-07-30,15.386000,15.489000,15.078500,15.120500,15.120500,61068000
2013-07-31,15.195500,15.257500,15.050000,15.061000,15.061000,37826000
2013-08-01,15.154000,15.310500,14.945000,15.278500,15.278500,59434000
2013-08-02,15.231500,15.266500,15.075000,15.210500,15.210500,50052000
2013-08-05,15.170000,15.181000,14.915000,15.049500,15.049500,44664000
2013-08-06,15.025500,15.068000,14.876000,15.037500,15.037500,36980000
2013-08-07,15.007500,15.049500,14.807500,14.845500,14.845500,39220000
2013-08-08,14.926000,14.926000,14.627500,14.787000,14.787000,46868000
2013-08-09,14.784000,14.963500,14.715000,14.863000,14.863000,39006000
2013-08-12,14.789500,14.954000,14.763000,14.834500,14.834500,30090000
2013-08-13,14.794000,14.818500,14.533500,14.698500,14.698500,46998000
2013-08-14,14.714500,14.714500,14.527000,14.567000,14.567000,28300000
2013-08-15,14.439500,14.465000,14.257500,14.323500,14.323500,45228000
2013-08-16,14.327500,14.416500,14.225000,14.241000,14.241000,48450000
2013-08-19,14.259500,14.478000,14.174000,14.278500,14.278500,49548000
2013-08-20,14.294000,14.475500,14.287000,14.354500,14.354500,31726000
2013-08-21,14.254500,14.425000,14.191500,14.228500,14.228500,36306000
2013-08-22,14.240000,14.493500,14.240000,14.486500,14.486500,28452000
2013-08-23,14.560500,14.575000,14.395000,14.500500,14.500500,39238000
2013-08-26,14.521500,14.552500,14.281000,14.310500,14.310500,34234000
2013-08-27,14.193500,14.264000,13.987000,14.046500,14.046500,49520000
2013-08-28,14.018000,14.150000,13.966500,14.079000,14.079000,29142000
2013-08-29,14.072500,14.299000,14.000000,14.199000,14.199000,31328000
2013-08-30,14.229500,14.243500,14.000000,14.049000,14.049000,30694000
2013-09-03,14.236500,14.569500,14.208500,14.440000,14.440000,57952000
2013-09-04,14.416500,14.761500,14.379000,14.682000,14.682000,48772000
2013-09-05,14.681500,14.850000,14.635500,14.705000,14.705000,36332000
2013-09-06,14.766500,14.944000,14.540000,14.793000,14.793000,45840000
2013-09-09,14.861000,14.998000,14.830000,14.985500,14.985500,32872000
2013-09-10,15.027500,15.050000,14.861000,15.018000,15.018000,35568000
2013-09-11,14.945500,15.093000,14.892000,14.982000,14.982000,34852000
2013-09-12,14.969500,15.100000,14.883000,14.943000,14.943000,32124000
2013-09-13,15.007000,15.011000,14.810000,14.896000,14.896000,27012000
2013-09-16,14.991000,15.050000,14.763000,14.803000,14.803000,36168000
2013-09-17,14.881500,15.232500,14.800500,15.208500,15.208500,45930000
2013-09-18,15.203000,15.637000,15.145500,15.601500,15.601500,58928000
2013-09-19,15.688500,15.727000,15.552000,15.603000,15.603000,47018000
2013-09-20,15.627000,16.028500,15.620500,15.817000,15.817000,106046000
2013-09-23,15.700500,15.795000,15.438500,15.574500,15.574500,37698000
2013-09-24,15.621500,15.904000,15.564000,15.706500,15.706500,40672000
2013-09-25,15.726500,15.835500,15.537500,15.632500,15.632500,40172000
2013-09-26,15.695000,15.968500,15.663000,15.906000,15.906000,39798000
2013-09-27,15.846000,15.860500,15.667500,15.800500,15.800500,33150000
2013-09-30,15.670500,15.765500,15.553000,15.632000,15.632000,32472000
2013-10-01,15.711000,16.049999,15.682500,16.047501,16.047501,47928000
2013-10-02,15.902000,16.086500,15.876000,16.025499,16.025499,44348000
2013-10-03,16.019501,16.146000,15.651000,15.738000,15.738000,53496000
2013-10-04,15.756500,15.960000,15.631000,15.952000,15.952000,36300000
2013-10-07,15.762000,15.767000,15.487000,15.501500,15.501500,41664000
2013-10-08,15.575000,15.577500,15.013500,15.161500,15.161500,63324000
2013-10-09,15.171000,15.175000,14.825000,14.911500,14.911500,64948000
2013-10-10,15.231500,15.335000,15.129500,15.258500,15.258500,51102000
2013-10-11,15.238500,15.546500,15.192000,15.544500,15.544500,43262000
2013-10-14,15.461000,15.582500,15.350000,15.535000,15.535000,38782000
2013-10-15,15.493500,15.539500,15.263000,15.320000,15.320000,45222000
2013-10-16,15.419000,15.540000,15.277500,15.524500,15.524500,43414000
2013-10-17,15.353500,15.550000,15.262000,15.538500,15.538500,52968000
2013-10-18,15.968000,16.594500,15.837500,16.446501,16.446501,119396000
2013-10-21,16.494499,16.500000,16.190001,16.322001,16.322001,50446000
2013-10-22,16.386000,16.855499,16.284000,16.627001,16.627001,78710000
2013-10-23,16.542000,16.586000,16.202999,16.337999,16.337999,56364000
2013-10-24,16.481501,16.632500,16.337500,16.610500,16.610500,117694000
2013-10-25,17.930000,18.420000,17.631001,18.169500,18.169500,240736000
2013-10-28,17.996000,18.137501,17.860001,17.908001,17.908001,72716000
2013-10-29,17.948000,18.144501,17.814501,18.135000,18.135000,43708000
2013-10-30,18.131001,18.250000,17.932501,18.054001,18.054001,90044000
2013-10-31,18.086500,18.299999,17.950001,18.201500,18.201500,49336000
2013-11-01,18.281500,18.288500,17.805000,17.950001,17.950001,66620000
2013-11-04,18.006001,18.049999,17.719999,17.937000,17.937000,38768000
2013-11-05,17.839001,18.008499,17.742001,17.944500,17.944500,40142000
2013-11-06,18.022499,18.143499,17.725000,17.809000,17.809000,45646000
2013-11-07,17.792999,17.895000,17.094000,17.177999,17.177999,84926000
2013-11-08,17.297501,17.552500,17.202000,17.515499,17.515499,53138000
2013-11-11,17.529499,17.768499,17.403000,17.719000,17.719000,45234000
2013-11-12,17.649500,17.774000,17.364000,17.476500,17.476500,46862000
2013-11-13,17.370001,17.811001,17.284000,17.811001,17.811001,55466000
2013-11-14,17.869499,18.447001,17.821501,18.370001,18.370001,83196000
2013-11-15,18.381500,18.645000,18.277500,18.458500,18.458500,89832000
2013-11-18,18.514000,18.674500,18.233500,18.309000,18.309000,54748000
2013-11-19,18.291000,18.438999,18.125000,18.247000,18.247000,38096000
2013-11-20,18.378000,18.378000,18.022499,18.128500,18.128500,35430000
2013-11-21,18.202499,18.462500,18.165001,18.445999,18.445999,39292000
2013-11-22,18.500000,18.725000,18.315500,18.615499,18.615499,59310000
2013-11-25,18.691000,18.889500,18.659000,18.832001,18.832001,59446000
2013-11-26,18.880501,19.125000,18.740999,19.068501,19.068501,54488000
2013-11-27,19.174999,19.350000,19.130501,19.335501,19.335501,45394000
2013-11-29,19.455000,19.705000,19.431000,19.681000,19.681000,48120000
2013-12-02,19.950001,19.950001,19.455000,19.615000,19.615000,94280000
2013-12-03,19.505501,19.547501,19.155001,19.233000,19.233000,74058000
2013-12-04,19.174999,19.484501,19.074499,19.298000,19.298000,47106000
2013-12-05,19.332500,19.332500,19.068501,19.224501,19.224501,38130000
2013-12-06,19.417500,19.417500,19.191500,19.347500,19.347500,39694000
2013-12-09,19.405500,19.410500,19.128500,19.244499,19.244499,55236000
2013-12-10,19.187000,19.452999,19.150999,19.389000,19.389000,54736000
2013-12-11,19.367001,19.448999,19.100000,19.109501,19.109501,49026000
2013-12-12,19.063000,19.250000,18.975000,19.062500,19.062500,42474000
2013-12-13,19.266001,19.471001,19.190001,19.212000,19.212000,60500000
2013-12-16,19.251499,19.584999,19.250000,19.448500,19.448500,45034000
2013-12-17,19.532499,19.568001,19.325001,19.382500,19.382500,46878000
2013-12-18,19.461500,19.815001,19.155001,19.798000,19.798000,69782000
2013-12-19,19.713499,19.864500,19.629999,19.759501,19.759501,48544000
2013-12-20,19.827499,20.236000,19.789000,20.110001,20.110001,100678000
2013-12-23,20.184500,20.250000,19.959999,20.146000,20.146000,53190000
2013-12-24,20.125999,20.186001,19.818501,19.959999,19.959999,27608000
2013-12-26,20.089500,20.226000,19.840500,20.219500,20.219500,37370000
2013-12-27,20.232500,20.281500,19.812500,19.903999,19.903999,39738000
2013-12-30,19.970501,19.996000,19.622499,19.668501,19.668501,49742000
2013-12-31,19.729000,19.941500,19.690001,19.939501,19.939501,39930000
2014-01-02,19.940001,19.968000,19.701000,19.898500,19.898500,42756000
2014-01-03,19.914499,20.135500,19.811001,19.822001,19.822001,44204000
2014-01-06,19.792500,19.850000,19.421000,19.681499,19.681499,63412000
2014-01-07,19.752001,19.923500,19.714500,19.901501,19.901501,38320000
2014-01-08,19.923500,20.150000,19.802000,20.096001,20.096001,46330000
2014-01-09,20.185499,20.344500,19.922001,20.050501,20.050501,42060000
2014-01-10,20.126499,20.188000,19.690001,19.882999,19.882999,53590000
2014-01-13,19.899000,19.989000,19.422501,19.549000,19.549000,56898000
2014-01-14,19.606501,19.931499,19.564501,19.877001,19.877001,46802000
2014-01-15,19.947001,19.965500,19.626499,19.793501,19.793501,53566000
2014-01-16,19.684000,19.964500,19.470501,19.790001,19.790001,52024000
2014-01-17,19.712999,20.174500,19.683001,19.980499,19.980499,90102000
2014-01-21,20.150000,20.389999,20.080000,20.352501,20.352501,62442000
2014-01-22,20.400000,20.403000,20.100000,20.226999,20.226999,41210000
2014-01-23,20.049999,20.308500,19.889500,19.993500,19.993500,60508000
2014-01-24,19.908001,20.010000,19.363501,19.379999,19.379999,89168000
2014-01-27,19.525000,19.705000,19.024500,19.313999,19.313999,78736000
2014-01-28,19.370001,19.737000,19.356001,19.721500,19.721500,57890000
2014-01-29,19.608000,19.642500,19.162001,19.209999,19.209999,67646000
2014-01-30,19.688499,20.312500,19.385000,20.150499,20.150499,209478000
2014-01-31,18.587999,18.772499,17.888000,17.934500,17.934500,323096000
2014-02-03,17.948999,18.042500,17.004999,17.307501,17.307501,205616000
2014-02-04,17.479500,17.700001,17.201000,17.397499,17.397499,96258000
2014-02-05,17.299999,17.468500,16.886499,17.322500,17.322500,88708000
2014-02-06,17.370001,17.740999,17.370001,17.729500,17.729500,66714000
2014-02-07,17.948999,18.090000,17.624500,18.054001,18.054001,86610000
2014-02-10,18.080500,18.250000,17.967501,18.043501,18.043501,68994000
2014-02-11,18.091999,18.180500,17.812500,18.089500,18.089500,64442000
2014-02-12,17.821501,17.887501,17.316000,17.462500,17.462500,131754000
2014-02-13,17.385000,17.860001,17.325001,17.860001,17.860001,83500000
2014-02-14,17.966999,17.966999,17.667500,17.867500,17.867500,70404000
2014-02-18,17.764000,17.786501,17.472500,17.682501,17.682501,99960000
2014-02-19,17.632000,17.726999,17.305000,17.368999,17.368999,83362000
2014-02-20,17.440001,17.523001,17.219000,17.490000,17.490000,69856000
2014-02-21,17.622000,17.707001,17.337500,17.337999,17.337999,84200000
2014-02-24,17.259501,17.650000,17.164499,17.589001,17.589001,72894000
2014-02-25,17.650000,18.054001,17.579000,17.916000,17.916000,74728000
2014-02-26,17.993000,18.237499,17.858500,17.990000,17.990000,72442000
2014-02-27,17.861000,18.029499,17.775000,18.006500,18.006500,62098000
2014-02-28,18.030001,18.293501,17.854000,18.105000,18.105000,77640000
2014-03-03,17.937000,18.048000,17.724001,17.989000,17.989000,55966000
2014-03-04,18.195000,18.284000,18.122999,18.195000,18.195000,54088000
2014-03-05,18.206499,18.636499,18.195000,18.618500,18.618500,76966000
2014-03-06,18.702499,18.766500,18.445000,18.608000,18.608000,58532000
2014-03-07,18.729000,18.749500,18.476500,18.603001,18.603001,45596000
2014-03-10,18.634501,18.636499,18.350000,18.526501,18.526501,42116000
2014-03-11,18.549500,18.639999,18.364000,18.441000,18.441000,44922000
2014-03-12,18.320000,18.558001,18.180500,18.532000,18.532000,44332000
2014-03-13,18.830999,19.155500,18.403999,18.575500,18.575500,136580000
2014-03-14,18.639999,18.928499,18.577499,18.687000,18.687000,88044000
2014-03-17,18.785999,18.942499,18.743999,18.752001,18.752001,46060000
2014-03-18,18.865999,18.950001,18.750000,18.938499,18.938499,49670000
2014-03-19,18.938499,18.950001,18.471001,18.661501,18.661501,52934000
2014-03-20,18.532000,18.650000,18.311001,18.448500,18.448500,51170000
2014-03-21,18.549999,18.642000,17.920000,18.031000,18.031000,108282000
2014-03-24,18.004499,18.075001,17.430000,17.592501,17.592501,97470000
2014-03-25,17.701500,17.948500,17.441999,17.735500,17.735500,88914000
2014-03-26,17.856501,17.879999,17.170000,17.170500,17.170500,82414000
2014-03-27,17.157499,17.200001,16.544001,16.923500,16.923500,115328000
2014-03-28,17.002501,17.350000,16.804001,16.914499,16.914499,79736000
2014-03-31,17.120001,17.314501,16.702999,16.818501,16.818501,85950000
2014-04-01,16.904499,17.221500,16.900000,17.149500,17.149500,72002000
2014-04-02,17.299500,17.415001,17.018999,17.098000,17.098000,89510000
2014-04-03,17.091000,17.125000,16.423000,16.681000,16.681000,127986000
2014-04-04,16.757500,16.771999,15.780500,16.150000,16.150000,250692000
2014-04-07,16.049500,16.247000,15.656500,15.888000,15.888000,141548000
2014-04-08,16.094000,16.400000,15.922000,16.353500,16.353500,131552000
2014-04-09,16.423500,16.608999,16.125000,16.590500,16.590500,101132000
2014-04-10,16.530001,16.549999,15.825000,15.855500,15.855500,122534000
2014-04-11,15.700000,15.825000,15.475000,15.586500,15.586500,145750000
2014-04-14,15.883500,16.024000,15.564000,15.795500,15.795500,85870000
2014-04-15,15.835000,15.914000,15.275000,15.804000,15.804000,107972000
2014-04-16,16.058500,16.200001,15.735500,16.184000,16.184000,85698000
2014-04-17,15.988000,16.433001,15.988000,16.245501,16.245501,85984000
2014-04-21,16.198500,16.557501,16.115499,16.543501,16.543501,59988000
2014-04-22,16.600000,16.875000,16.447001,16.466000,16.466000,74232000
2014-04-23,16.653000,16.656500,16.169500,16.229000,16.229000,72092000
2014-04-24,16.483500,16.870001,16.147499,16.857500,16.857500,185874000
2014-04-25,15.812500,15.824500,15.135500,15.191500,15.191500,323604000
2014-04-28,15.200000,15.219500,14.400000,14.829000,14.829000,289596000
2014-04-29,14.822000,15.092000,14.522500,15.019000,15.019000,130186000
2014-04-30,14.905000,15.228000,14.905000,15.206500,15.206500,81772000
2014-05-01,15.206500,15.524000,15.200000,15.394500,15.394500,86572000
2014-05-02,15.521000,15.664500,15.215500,15.400500,15.400500,79902000
2014-05-05,15.318500,15.511500,15.250000,15.502500,15.502500,50398000
2014-05-06,15.476500,15.490500,14.852000,14.869000,14.869000,93646000
2014-05-07,14.778000,14.820000,14.334000,14.635500,14.635500,140304000
2014-05-08,14.541000,14.794000,14.361500,14.416000,14.416000,76964000
2014-05-09,14.528500,14.684000,14.219000,14.612000,14.612000,81260000
2014-05-12,14.715000,15.167000,14.708000,15.143000,15.143000,74592000
2014-05-13,15.130000,15.280000,15.037500,15.232000,15.232000,70198000
2014-05-14,15.125000,15.232000,14.833000,14.881000,14.881000,66466000
2014-05-15,14.901000,14.960000,14.519000,14.759500,14.759500,85902000
2014-05-16,14.640000,14.944000,14.577500,14.885000,14.885000,72736000
2014-05-19,14.788000,14.950000,14.690500,14.838000,14.838000,45684000
2014-05-20,14.855000,15.223000,14.837500,15.059500,15.059500,81914000
2014-05-21,15.110500,15.298000,15.076000,15.250500,15.250500,68176000
2014-05-22,15.252500,15.427000,15.150500,15.245500,15.245500,51536000
2014-05-23,15.273000,15.617500,15.245000,15.612000,15.612000,61058000
2014-05-27,15.720500,15.731500,15.369000,15.541000,15.541000,97242000
2014-05-28,15.475000,15.691000,15.371000,15.508000,15.508000,54520000
2014-05-29,15.521000,15.743500,15.510000,15.689000,15.689000,47310000
2014-05-30,15.721500,15.732500,15.378500,15.627500,15.627500,85204000
2014-06-02,15.629500,15.630000,15.350000,15.442000,15.442000,44068000
2014-06-03,15.287500,15.396000,15.253500,15.359500,15.359500,47584000
2014-06-04,15.342500,15.475000,15.192000,15.339000,15.339000,42142000
2014-06-05,15.405000,16.396999,15.345000,16.178499,16.178499,155934000
2014-06-06,16.250000,16.544001,16.246500,16.483500,16.483500,104880000
2014-06-09,16.578501,16.650000,16.282499,16.375000,16.375000,64244000
2014-06-10,16.382500,16.775000,16.375000,16.620501,16.620501,73268000
2014-06-11,16.799999,17.035999,16.694000,16.760000,16.760000,88736000
2014-06-12,16.777500,16.777500,16.233000,16.295500,16.295500,85526000
2014-06-13,16.352501,16.465000,16.176500,16.313499,16.313499,55296000
2014-06-16,16.243000,16.434500,16.176001,16.381001,16.381001,48996000
2014-06-17,16.377001,16.566999,16.261499,16.281000,16.281000,58482000
2014-06-18,16.400000,16.787500,16.250000,16.719000,16.719000,128030000
2014-06-19,16.763000,16.945000,16.299000,16.350000,16.350000,106412000
2014-06-20,16.388000,16.410999,16.021000,16.209999,16.209999,121080000
2014-06-23,16.166500,16.377501,16.070499,16.362000,16.362000,52096000
2014-06-24,16.377001,16.486500,16.136999,16.208000,16.208000,52532000
2014-06-25,16.216499,16.407499,16.087000,16.372000,16.372000,46556000
2014-06-26,16.424500,16.432501,16.106501,16.284500,16.284500,53990000
2014-06-27,16.294001,16.326000,16.163500,16.228500,16.228500,48324000
2014-06-30,16.249001,16.349001,16.112000,16.239000,16.239000,53426000
2014-07-01,16.292999,16.660000,16.254999,16.619499,16.619499,63472000
2014-07-02,16.660000,16.837999,16.583000,16.642500,16.642500,53626000
2014-07-03,16.741501,16.915001,16.653999,16.874500,16.874500,38886000
2014-07-07,16.875000,16.877501,16.625999,16.677500,16.677500,42578000
2014-07-08,16.655001,16.687000,16.070000,16.190500,16.190500,85432000
2014-07-09,16.235500,16.510000,16.157499,16.498501,16.498501,63322000
2014-07-10,16.216999,16.499001,16.132500,16.396000,16.396000,53300000
2014-07-11,16.735500,17.350000,16.735500,17.309999,17.309999,166016000
2014-07-14,17.351500,17.788500,17.268000,17.766001,17.766001,112198000
2014-07-15,17.686001,17.779499,17.469999,17.722000,17.722000,83418000
2014-07-16,17.781000,17.966000,17.650000,17.795000,17.795000,70072000
